Time,Conductivity (mS),Conductivity @25*C (microS),Temperature,,
18:36:48,1928,1909.86,25.5,,
18:36:49,1932,1922.87,25.25,,
18:36:50,1929,1910.85,25.5,,
18:36:51,1927,1899.93,25.75,,
18:36:52,2025,2015.43,25.25,,
18:36:53,2358,2324.87,25.75,,
18:36:54,2249,2227.84,25.5,,
18:36:55,1904,1904,25,,
18:36:56,1910,1874.39,26,,
18:36:57,1921,1902.92,25.5,,
18:36:58,1924,1924,25,,
18:36:59,1927,1882.3,26.25,,
18:37:00,1927,1927,25,,
18:37:01,1929,1910.85,25.5,,
18:37:02,1931,1895,26,,
18:37:03,1932,1913.82,25.5,,
18:37:04,1930,1939.21,24.75,,
18:37:05,1930,1920.88,25.25,,
18:37:06,1930,1911.84,25.5,,
18:37:07,1930,1902.88,25.75,,
18:37:08,1932,1887.18,26.25,,
18:37:09,1932,1922.87,25.25,,
18:37:10,1936,1908.8,25.75,,
18:37:11,1929,1901.9,25.75,,
18:37:12,1932,1922.87,25.25,,
18:37:13,1933,1896.96,26,,
18:37:14,1937,1909.79,25.75,,
18:37:15,1931,1921.87,25.25,,
18:37:16,1934,1906.83,25.75,,
18:37:17,1932,1895.98,26,,
18:37:18,1937,1927.84,25.25,,
18:37:19,1934,1880.41,26.5,,
18:37:20,1938,1928.84,25.25,,
18:37:20,1934,1952.55,24.5,,
18:37:21,1939,1894.02,26.25,,
18:37:22,1936,1908.8,25.75,,
18:37:23,1936,1936,25,,
18:37:24,1937,1900.88,26,,
18:37:25,2008,2008,25,,
18:37:26,2355,2366.24,24.75,,
18:37:27,2201,2159.96,26,,
18:37:28,1907,1880.21,25.75,,
18:37:29,1907,1916.1,24.75,,
18:37:30,1915,1879.29,26,,
18:37:31,1918,1899.95,25.5,,
18:37:32,1918,1918,25,,
18:37:33,1918,1891.05,25.75,,
18:37:34,1918,1899.95,25.5,,
18:37:35,1919,1909.93,25.25,,
18:37:36,1919,1865.82,26.5,,
18:37:37,1921,1902.92,25.5,,
18:37:38,1920,1920,25,,
18:37:39,1921,1911.92,25.25,,
18:37:40,1915,1879.29,26,,
18:37:41,1920,1929.16,24.75,,
18:37:42,1924,1879.37,26.25,,
18:37:43,1926,1907.88,25.5,,
18:37:44,1923,1923,25,,
18:37:45,1926,1898.94,25.75,,
18:37:46,1924,1896.97,25.75,,
18:37:47,1921,1911.92,25.25,,
18:37:48,1924,1888.13,26,,
18:37:49,1925,1906.88,25.5,,
18:37:50,1927,1899.93,25.75,,
18:37:51,1939,1911.76,25.75,,
18:37:52,1939,1920.75,25.5,,
18:37:53,1937,1937,25,,
18:37:54,1940,1903.83,26,,
18:37:55,1937,1918.77,25.5,,
18:37:56,1940,1930.83,25.25,,
18:37:57,1939,1902.85,26,,
18:37:58,1930,1911.84,25.5,,
18:37:59,1929,1919.88,25.25,,
18:38:00,1933,1896.96,26,,
18:38:01,1929,1910.85,25.5,,
18:38:02,2052,2013.74,26,,
18:38:03,2321,2277.72,26,,
18:38:04,2318,2351.51,24.25,,
18:38:04,2316,2272.82,26,,
18:38:05,2317,2284.45,25.75,,
18:38:06,2330,2341.12,24.75,,
18:38:07,2318,2274.78,26,,
18:38:08,1979,1960.38,25.5,,
18:38:09,1886,1886,25,,
18:38:10,1906,1879.22,25.75,,
18:38:11,1915,1888.09,25.75,,
18:38:12,1921,1930.17,24.75,,
18:38:13,2320,2255.71,26.5,,
18:38:14,2300,2310.98,24.75,,
18:38:15,1927,1927,25,,
18:38:16,1916,1880.27,26,,
18:38:17,1915,1879.29,26,,
18:38:18,1920,1910.92,25.25,,
18:38:19,1918,1864.85,26.5,,
18:38:20,1921,1921,25,,
18:38:21,1915,1924.14,24.75,,
18:38:22,1914,1887.11,25.75,,
18:38:23,1912,1894.01,25.5,,
18:38:24,1916,1916,25,,
18:38:25,1913,1868.62,26.25,,
18:38:26,1910,1892.03,25.5,,
18:38:27,1913,1903.96,25.25,,
18:38:28,2284,2262.51,25.5,,
18:38:29,2285,2252.9,25.75,,
18:38:30,2290,2279.17,25.25,,
18:38:31,2284,2231.01,26.25,,
18:38:32,2309,2276.56,25.75,,
18:38:33,2233,2222.44,25.25,,
18:38:34,1886,1842.25,26.25,,
18:38:35,1899,1863.59,26,,
18:38:36,1899,1890.02,25.25,,
18:38:37,1904,1868.5,26,,
18:38:38,1904,1886.08,25.5,,
18:38:39,1902,1902,25,,
18:38:40,2277,2255.57,25.5,,
18:38:41,2122,2102.03,25.5,,
18:38:42,1891,1891,25,,
18:38:43,1898,1871.33,25.75,,
18:38:44,1898,1907.06,24.75,,
18:38:45,1907,1889.05,25.5,,
18:38:46,1902,1866.54,26,,
18:38:47,2197,2186.61,25.25,,
18:38:47,2126,2086.36,26,,
18:38:49,1897,1870.35,25.75,,
18:38:49,1902,1911.08,24.75,,
18:38:50,1910,1874.39,26,,
18:38:51,1908,1872.42,26,,
18:38:52,1911,1911,25,,
18:38:53,1911,1858.05,26.5,,
18:38:54,1911,1875.37,26,,
18:38:55,1911,1920.12,24.75,,
18:38:56,2151,2101.1,26.25,,
18:38:57,2083,2073.15,25.25,,
18:38:58,1899,1899,25,,
18:38:59,1903,1867.52,26,,
18:39:00,1907,1880.21,25.75,,
18:39:01,1911,1920.12,24.75,,
18:39:02,1908,1881.19,25.75,,
18:39:03,1910,1892.03,25.5,,
18:39:04,1915,1915,25,,
18:39:05,1915,1861.93,26.5,,
18:39:06,1914,1878.31,26,,
18:39:07,1915,1915,25,,
18:39:08,1910,1865.69,26.25,,
18:39:09,2203,2192.59,25.25,,
18:39:10,2186,2186,25,,
18:39:11,1888,1870.23,25.5,,
18:39:12,1892,1865.42,25.75,,
18:39:13,1905,1905,25,,
18:39:14,1908,1863.74,26.25,,
18:39:15,1909,1899.98,25.25,,
18:39:16,1909,1909,25,,
18:39:17,1913,1877.33,26,,
18:39:18,1906,1888.06,25.5,,
18:39:19,1904,1904,25,,
18:39:20,1910,1865.69,26.25,,
18:39:21,1912,1902.96,25.25,,
18:39:22,1914,1941.67,24.25,,
18:39:23,1906,1870.46,26,,
18:39:24,1910,1900.97,25.25,,
18:39:25,1991,1972.26,25.5,,
18:39:26,2156,2115.8,26,,
18:39:27,1893,1884.05,25.25,,
18:39:28,1898,1889.03,25.25,,
18:39:29,1904,1877.25,25.75,,
18:39:30,1910,1900.97,25.25,,
18:39:31,1911,1875.37,26,,
18:39:32,1907,1889.05,25.5,,
18:39:32,1908,1944.95,24,,
18:39:33,1912,1894.01,25.5,,
18:39:34,1912,1885.14,25.75,,
18:39:35,1907,1880.21,25.75,,
18:39:36,1917,1881.26,26,,
18:39:37,1909,1873.41,26,,
18:39:38,1909,1927.31,24.5,,
18:39:39,1915,1879.29,26,,
18:39:40,1912,1902.96,25.25,,
18:39:41,1914,1887.11,25.75,,
18:39:42,1913,1859.99,26.5,,
18:39:43,1916,1906.94,25.25,,
18:39:44,1917,1926.15,24.75,,
18:39:45,1924,1879.37,26.25,,
18:39:46,2260,2260,25,,
18:39:47,1897,1897,25,,
18:39:48,1902,1875.28,25.75,,
18:39:49,1911,1911,25,,
18:39:50,1919,1919,25,,
18:39:51,1918,1873.5,26.25,,
18:39:52,1916,1897.97,25.5,,
18:39:53,1922,1931.17,24.75,,
18:39:54,1922,1877.41,26.25,,
18:39:55,1918,1899.95,25.5,,
18:39:56,1918,1918,25,,
18:39:57,1917,1890.07,25.75,,
18:39:58,1919,1900.94,25.5,,
18:39:59,1919,1919,25,,
18:40:00,2174,2143.46,25.75,,
18:40:01,2281,2259.53,25.5,,
18:40:02,2286,2264.49,25.5,,
18:40:03,2289,2256.84,25.75,,
18:40:04,2292,2281.16,25.25,,
18:40:05,2303,2292.11,25.25,,
18:40:06,2263,2220.8,26,,
18:40:07,1927,1899.93,25.75,,
18:40:08,1894,1885.05,25.25,,
18:40:09,1893,1884.05,25.25,,
18:40:10,1900,1891.02,25.25,,
18:40:11,1888,1897.01,24.75,,
18:40:12,1897,1870.35,25.75,,
18:40:13,2282,2271.21,25.25,,
18:40:14,2222,2201.09,25.5,,
18:40:15,1877,1850.63,25.75,,
18:40:16,1875,1875,25,,
18:40:16,2257,2267.77,24.75,,
18:40:17,2280,2237.49,26,,
18:40:18,2281,2238.47,26,,
18:40:19,2285,2263.5,25.5,,
18:40:20,2309,2287.27,25.5,,
18:40:21,2189,2210,24.5,,
18:40:22,1875,1866.14,25.25,,
18:40:23,1884,1848.87,26,,
18:40:24,1884,1857.53,25.75,,
18:40:25,1881,1845.93,26,,
18:40:26,1881,1845.93,26,,
18:40:27,1884,1911.24,24.25,,
18:40:28,1888,1844.2,26.25,,
18:40:29,2137,2097.15,26,,
18:40:30,2191,2201.46,24.75,,
18:40:31,1889,1845.18,26.25,,
18:40:32,1884,1857.53,25.75,,
18:40:33,1892,1901.03,24.75,,
18:40:34,1893,1840.54,26.5,,
18:40:35,1895,1868.38,25.75,,
18:40:36,1892,1883.06,25.25,,
18:40:37,1894,1867.39,25.75,,
18:40:38,1974,1964.67,25.25,,
18:40:39,2279,2268.23,25.25,,
18:40:40,2296,2242.73,26.25,,
18:40:41,2108,2068.69,26,,
18:40:42,1881,1872.11,25.25,,
18:40:43,1827,1792.93,26,,
18:40:44,2268,2268,25,,
18:40:45,2009,1990.09,25.5,,
18:40:46,1842,1807.65,26,,
18:40:47,1837,1819.71,25.5,,
18:40:48,1841,1849.79,24.75,,
18:40:49,1843,1791.93,26.5,,
18:40:50,1844,1835.28,25.25,,
18:40:51,1840,1822.68,25.5,,
18:40:52,1843,1817.11,25.75,,
18:40:53,2229,2208.02,25.5,,
18:40:54,1874,1865.14,25.25,,
18:40:55,1893,1840.54,26.5,,
18:40:56,1886,1868.25,25.5,,
18:40:57,1861,1843.49,25.5,,
18:40:58,1845,1819.08,25.75,,
18:40:59,1843,1817.11,25.75,,
18:41:00,1847,1855.82,24.75,,
18:41:01,1848,1796.79,26.5,,
18:41:01,1845,1836.28,25.25,,
18:41:02,1845,1819.08,25.75,,
18:41:03,2194,2173.35,25.5,,
18:41:04,1849,1849,25,,
18:41:05,1841,1832.3,25.25,,
18:41:06,1840,1797.31,26.25,,
18:41:07,1846,1837.27,25.25,,
18:41:08,1842,1824.67,25.5,,
18:41:09,1843,1808.64,26,,
18:41:10,1848,1830.61,25.5,,
18:41:11,1848,1839.26,25.25,,
18:41:12,1846,1811.58,26,,
18:41:13,1844,1835.28,25.25,,
18:41:14,1848,1830.61,25.5,,
18:41:15,2010,1981.76,25.75,,
18:41:16,2141,2141,25,,
18:41:17,1850,1815.51,26,,
18:41:18,1859,1841.51,25.5,,
18:41:19,1861,1852.2,25.25,,
18:41:20,1865,1838.8,25.75,,
18:41:21,1861,1843.49,25.5,,
18:41:22,1864,1864,25,,
18:41:23,1867,1832.19,26,,
18:41:24,1863,1819.78,26.25,,
18:41:25,1865,1865,25,,
18:41:26,1865,1838.8,25.75,,
18:41:27,1866,1874.91,24.75,,
18:41:28,1868,1868,25,,
18:41:29,1861,1826.3,26,,
18:41:30,1865,1847.45,25.5,,
18:41:31,1867,1867,25,,
18:41:32,1868,1816.24,26.5,,
18:41:33,1932,1913.82,25.5,,
18:41:34,2241,2241,25,,
18:41:35,1880,1827.9,26.5,,
18:41:36,1859,1841.51,25.5,,
18:41:37,1868,1876.92,24.75,,
18:41:38,1872,1845.7,25.75,,
18:41:39,1866,1839.78,25.75,,
18:41:40,1871,1871,25,,
18:41:41,1875,1848.66,25.75,,
18:41:42,1873,1838.08,26,,
18:41:43,1876,1849.64,25.75,,
18:41:44,1878,1834.43,26.25,,
18:41:44,2288,2288,25,,
18:41:45,2314,2314,25,,
18:41:46,2134,2094.21,26,,
18:41:47,1885,1858.52,25.75,,
18:41:48,1864,1855.19,25.25,,
18:41:49,1865,1847.45,25.5,,
18:41:50,1861,1843.49,25.5,,
18:41:51,1862,1862,25,,
18:41:52,1862,1844.48,25.5,,
18:41:53,1859,1841.51,25.5,,
18:41:54,2219,2198.12,25.5,,
18:41:55,2270,2238.11,25.75,,
18:41:57,2295,2295,25,,
18:41:57,2270,2238.11,25.75,,
18:41:58,1939,1911.76,25.75,,
18:41:59,1913,1895,25.5,,
18:42:00,2297,2264.73,25.75,,
18:42:01,2205,2174.02,25.75,,
18:42:02,1872,1889.95,24.5,,
18:42:03,1884,1840.29,26.25,,
18:42:04,1888,1870.23,25.5,,
18:42:05,1888,1870.23,25.5,,
18:42:06,1889,1871.22,25.5,,
18:42:07,1887,1869.24,25.5,,
18:42:08,1888,1861.47,25.75,,
18:42:09,1891,1900.03,24.75,,
18:42:10,2279,2246.98,25.75,,
18:42:11,2293,2293,25,,
18:42:12,2299,2266.7,25.75,,
18:42:13,1985,1994.47,24.75,,
18:42:14,1882,1846.91,26,,
18:42:15,1874,1856.36,25.5,,
18:42:16,1870,1818.18,26.5,,
18:42:17,1854,1836.55,25.5,,
18:42:18,2291,2291,25,,
18:42:19,2030,2030,25,,
18:42:20,1847,1864.71,24.5,,
18:42:21,1851,1824.99,25.75,,
18:42:22,2208,2218.54,24.75,,
18:42:23,2265,2233.18,25.75,,
18:42:24,1878,1851.61,25.75,,
18:42:25,1846,1811.58,26,,
18:42:26,1848,1848,25,,
18:42:27,1852,1817.47,26,,
18:42:28,1852,1834.57,25.5,,
18:42:28,1852,1852,25,,
18:42:29,1856,1856,25,,
18:42:30,1857,1865.86,24.75,,
18:42:31,2259,2216.88,26,,
18:42:32,1868,1876.92,24.75,,
18:42:33,1849,1823.02,25.75,,
18:42:34,1855,1846.23,25.25,,
18:42:35,1854,1819.43,26,,
18:42:36,1854,1827.95,25.75,,
18:42:37,1853,1835.56,25.5,,
18:42:38,1855,1846.23,25.25,,
18:42:39,1856,1856,25,,
18:42:40,1856,1856,25,,
18:42:41,1853,1853,25,,
18:42:42,1856,1838.53,25.5,,
18:42:43,2264,2285.71,24.5,,
18:42:44,1891,1873.2,25.5,,
18:42:45,1847,1847,25,,
18:42:46,1851,1808.06,26.25,,
18:42:47,1854,1827.95,25.75,,
18:42:48,1851,1842.25,25.25,,
18:42:49,1854,1827.95,25.75,,
18:42:50,1856,1873.8,24.5,,
18:42:51,1853,1835.56,25.5,,
18:42:52,1858,1858,25,,
18:42:53,1860,1842.5,25.5,,
18:42:54,1862,1879.86,24.5,,
18:42:55,1858,1823.36,26,,
18:42:56,1860,1877.84,24.5,,
18:42:57,1862,1835.84,25.75,,
18:42:58,1861,1843.49,25.5,,
18:42:59,2289,2289,25,,
18:43:00,2207,2175.99,25.75,,
18:43:01,1868,1876.92,24.75,,
18:43:02,1861,1834.85,25.75,,
18:43:03,1856,1856,25,,
18:43:04,1860,1833.87,25.75,,
18:43:05,1856,1873.8,24.5,,
18:43:06,1851,1816.49,26,,
18:43:07,1851,1851,25,,
18:43:08,1851,1808.06,26.25,,
18:43:09,1853,1826.97,25.75,,
18:43:10,1855,1837.54,25.5,,
18:43:11,2071,2061.21,25.25,,
18:43:12,2257,2235.76,25.5,,
18:43:13,2255,2223.32,25.75,,
18:43:13,2256,2245.33,25.25,,
18:43:14,2276,2244.02,25.75,,
18:43:15,2221,2200.1,25.5,,
18:43:16,1861,1826.3,26,,
18:43:17,1872,1872,25,,
18:43:18,1872,1837.1,26,,
18:43:19,1877,1868.13,25.25,,
18:43:20,1871,1853.39,25.5,,
18:43:21,1876,1884.95,24.75,,
18:43:22,2245,2245,25,,
18:43:23,1883,1865.28,25.5,,
18:43:24,1842,1850.79,24.75,,
18:43:25,1843,1834.29,25.25,,
18:43:26,1844,1870.66,24.25,,
18:43:27,1845,1845,25,,
18:43:28,1843,1843,25,,
18:43:29,1843,1791.93,26.5,,
18:43:30,2224,2203.07,25.5,,
18:43:31,2150,2150,25,,
18:43:32,1836,1801.77,26,,
18:43:33,1842,1850.79,24.75,,
18:43:34,1844,1826.65,25.5,,
18:43:35,1846,1854.81,24.75,,
18:43:36,1844,1818.09,25.75,,
18:43:37,1848,1874.71,24.25,,
18:43:38,2154,2113.84,26,,
18:43:39,1975,1956.41,25.5,,
18:43:40,1836,1810.2,25.75,,
18:43:41,1840,1831.3,25.25,,
18:43:42,2203,2192.59,25.25,,
18:43:43,1922,1903.91,25.5,,
18:43:44,1841,1841,25,,
18:43:45,1843,1800.24,26.25,,
18:43:46,1844,1852.8,24.75,,
18:43:47,1848,1822.04,25.75,,
18:43:48,2213,2181.91,25.75,,
18:43:49,1992,1954.86,26,,
18:43:50,1837,1819.71,25.5,,
18:43:51,1844,1801.22,26.25,,
18:43:52,1842,1833.29,25.25,,
18:43:53,1846,1837.27,25.25,,
18:43:54,1841,1832.3,25.25,,
18:43:55,1845,1836.28,25.25,,
18:43:56,2235,2193.33,26,,
18:43:56,1861,1869.88,24.75,,
18:43:57,1835,1792.43,26.25,,
18:43:58,1842,1842,25,,
18:43:59,1839,1796.34,26.25,,
18:44:00,1842,1816.12,25.75,,
18:44:01,1839,1830.31,25.25,,
18:44:02,1840,1831.3,25.25,,
18:44:03,1844,1818.09,25.75,,
18:44:04,1843,1825.66,25.5,,
18:44:05,1842,1850.79,24.75,,
18:44:06,1848,1830.61,25.5,,
18:44:07,1847,1855.82,24.75,,
18:44:08,2194,2173.35,25.5,,
18:44:09,1983,2002.02,24.5,,
18:44:10,1855,1820.41,26,,
18:44:11,1839,1821.69,25.5,,
18:44:12,1843,1817.11,25.75,,
18:44:13,1842,1807.65,26,,
18:44:14,1844,1852.8,24.75,,
18:44:15,1845,1836.28,25.25,,
18:44:16,1844,1844,25,,
18:44:17,1847,1821.05,25.75,,
18:44:18,1847,1864.71,24.5,,
18:44:19,2234,2172.1,26.5,,
18:44:20,1889,1871.22,25.5,,
18:44:21,1832,1814.76,25.5,,
18:44:22,1837,1819.71,25.5,,
18:44:23,1842,1824.67,25.5,,
18:44:24,1841,1841,25,,
18:44:25,1843,1851.8,24.75,,
18:44:26,1843,1825.66,25.5,,
18:44:27,1844,1844,25,,
18:44:28,1843,1825.66,25.5,,
18:44:29,1842,1833.29,25.25,,
18:44:30,1844,1801.22,26.25,,
18:44:31,1844,1835.28,25.25,,
18:44:32,1844,1801.22,26.25,,
18:44:33,1848,1822.04,25.75,,
18:44:34,1849,1840.26,25.25,,
18:44:35,1846,1854.81,24.75,,
18:44:36,1942,1932.82,25.25,,
18:44:37,2092,2062.61,25.75,,
18:44:38,1838,1846.77,24.75,,
18:44:39,1835,1800.79,26,,
18:44:40,1840,1840,25,,
18:44:40,1843,1808.64,26,,
18:44:41,1840,1840,25,,
18:44:42,1843,1800.24,26.25,,
18:44:43,1847,1838.27,25.25,,
18:44:44,1843,1834.29,25.25,,
18:44:45,1843,1817.11,25.75,,
18:44:46,1843,1843,25,,
18:44:47,1842,1816.12,25.75,,
18:44:48,1845,1845,25,,
18:44:49,1844,1818.09,25.75,,
18:44:50,1848,1874.71,24.25,,
18:44:51,1847,1821.05,25.75,,
18:44:52,1846,1828.63,25.5,,
18:44:53,1847,1804.15,26.25,,
18:44:54,1845,1827.64,25.5,,
18:44:55,1844,1826.65,25.5,,
18:44:56,1844,1826.65,25.5,,
18:44:57,1846,1837.27,25.25,,
18:44:58,1847,1821.05,25.75,,
18:44:59,1845,1853.81,24.75,,
18:45:00,1850,1815.51,26,,
18:45:01,1844,1835.28,25.25,,
18:45:02,1847,1821.05,25.75,,
18:45:03,1848,1848,25,,
18:45:04,1848,1813.54,26,,
18:45:05,1848,1830.61,25.5,,
18:45:06,1846,1846,25,,
18:45:07,1849,1831.6,25.5,,
18:45:08,1848,1865.72,24.5,,
18:45:09,1845,1827.64,25.5,,
18:45:10,1846,1854.81,24.75,,
18:45:11,1846,1803.17,26.25,,
18:45:12,1849,1823.02,25.75,,
18:45:13,1844,1809.62,26,,
18:45:14,1845,1845,25,,
18:45:15,1846,1828.63,25.5,,
18:45:16,1845,1836.28,25.25,,
18:45:17,1844,1826.65,25.5,,
18:45:18,1843,1834.29,25.25,,
18:45:19,1843,1851.8,24.75,,
18:45:20,1841,1806.67,26,,
18:45:21,1842,1833.29,25.25,,
18:45:22,1841,1815.13,25.75,,
18:45:23,1839,1839,25,,
18:45:24,1839,1813.16,25.75,,
18:45:24,1840,1831.3,25.25,,
18:45:25,1841,1823.68,25.5,,
18:45:26,1838,1829.31,25.25,,
18:45:27,1838,1803.73,26,,
18:45:28,1841,1815.13,25.75,,
18:45:29,1839,1839,25,,
18:45:30,1841,1815.13,25.75,,
18:45:31,1841,1858.66,24.5,,
18:45:32,1837,1802.75,26,,
18:45:33,1838,1855.63,24.5,,
18:45:34,1844,1818.09,25.75,,
18:45:35,1842,1824.67,25.5,,
18:45:36,1840,1831.3,25.25,,
18:45:37,1840,1814.15,25.75,,
18:45:38,1842,1842,25,,
18:45:39,2141,2130.88,25.25,,
18:45:40,2155,2155,25,,
18:45:41,1831,1796.86,26,,
18:45:42,1855,1881.82,24.25,,
18:45:43,1859,1824.34,26,,
18:45:44,1865,1847.45,25.5,,
18:45:45,1867,1840.77,25.75,,
18:45:46,1845,1819.08,25.75,,
18:45:47,1846,1846,25,,
18:45:48,1845,1827.64,25.5,,
18:45:49,1840,1840,25,,
18:45:50,1845,1827.64,25.5,,
18:45:51,1842,1842,25,,
18:45:52,1844,1818.09,25.75,,
18:45:53,1845,1853.81,24.75,,
18:45:54,1844,1801.22,26.25,,
18:45:55,1845,1827.64,25.5,,
18:45:56,1841,1806.67,26,,
18:45:57,1845,1827.64,25.5,,
18:45:58,1843,1834.29,25.25,,
18:45:59,1843,1825.66,25.5,,
18:46:00,1846,1820.06,25.75,,
18:46:01,1844,1818.09,25.75,,
18:46:02,1844,1844,25,,
18:46:03,1846,1803.17,26.25,,
18:46:04,1843,1843,25,,
18:46:05,1847,1804.15,26.25,,
18:46:06,1842,1833.29,25.25,,
18:46:07,1841,1806.67,26,,
18:46:08,1840,1831.3,25.25,,
18:46:09,1842,1824.67,25.5,,
18:46:10,1837,1819.71,25.5,,
18:46:10,1842,1833.29,25.25,,
18:46:11,1839,1813.16,25.75,,
18:46:12,1842,1833.29,25.25,,
18:46:13,1840,1805.69,26,,
18:46:14,1840,1884.76,23.75,,
18:46:15,1838,1803.73,26,,
18:46:16,1839,1847.78,24.75,,
18:46:17,1840,1822.68,25.5,,
18:46:18,1840,1814.15,25.75,,
18:46:19,1838,1838,25,,
18:46:20,1836,1801.77,26,,
18:46:21,1840,1840,25,,
18:46:22,1837,1819.71,25.5,,
18:46:23,1836,1844.76,24.75,,
18:46:24,1837,1802.75,26,,
18:46:25,1840,1848.78,24.75,,
18:46:26,1834,1799.8,26,,
18:46:27,1839,1821.69,25.5,,
18:46:28,1839,1804.71,26,,
18:46:29,1840,1831.3,25.25,,
18:46:30,1838,1838,25,,
18:46:31,1839,1821.69,25.5,,
18:46:32,1838,1829.31,25.25,,
18:46:33,1837,1811.19,25.75,,
18:46:34,1834,1842.75,24.75,,
18:46:35,1835,1800.79,26,,
18:46:36,1838,1820.7,25.5,,
18:46:37,1835,1800.79,26,,
18:46:38,1834,1816.74,25.5,,
18:46:39,1833,1815.75,25.5,,
18:46:40,1834,1816.74,25.5,,
18:46:41,1836,1836,25,,
18:46:42,1837,1811.19,25.75,,
18:46:43,1835,1835,25,,
18:46:44,1837,1802.75,26,,
18:46:45,1834,1851.59,24.5,,
18:46:46,1834,1816.74,25.5,,
18:46:47,1830,1838.73,24.75,,
18:46:48,1832,1781.23,26.5,,
18:46:49,1834,1834,25,,
18:46:50,1833,1798.82,26,,
18:46:51,1832,1823.34,25.25,,
18:46:52,1833,1833,25,,
18:46:52,1833,1807.25,25.75,,
18:46:53,1833,1833,25,,
18:46:54,1829,1803.3,25.75,,
18:46:55,1833,1868.5,24,,
18:46:56,1830,1795.88,26,,
18:46:57,1832,1823.34,25.25,,
18:46:58,1830,1804.29,25.75,,
18:46:59,1832,1814.76,25.5,,
18:47:00,1833,1798.82,26,,
18:47:01,1825,1790.97,26,,
18:47:02,1833,1850.58,24.5,,
18:47:03,1834,1799.8,26,,
18:47:04,1830,1821.35,25.25,,
18:47:05,1828,1802.32,25.75,,
18:47:06,1829,1820.35,25.25,,
18:47:07,1831,1780.26,26.5,,
18:47:08,1826,1826,25,,
18:47:09,1832,1806.26,25.75,,
18:47:10,1828,1802.32,25.75,,
18:47:11,1828,1810.8,25.5,,
18:47:12,1827,1818.36,25.25,,
18:47:13,1827,1818.36,25.25,,
18:47:14,1821,1812.39,25.25,,
18:47:15,1825,1851.38,24.25,,
18:47:16,1822,1779.73,26.25,,
18:47:17,1829,1811.79,25.5,,
18:47:18,1827,1792.93,26,,
18:47:19,1825,1816.37,25.25,,
18:47:20,1824,1806.83,25.5,,
18:47:21,1828,1810.8,25.5,,
18:47:22,1823,1814.38,25.25,,
18:47:23,1825,1816.37,25.25,,
18:47:24,1821,1812.39,25.25,,
18:47:25,1823,1789.01,26,,
18:47:26,1821,1812.39,25.25,,
18:47:27,1823,1797.39,25.75,,
18:47:28,1824,1859.33,24,,
18:47:29,1822,1796.4,25.75,,
18:47:30,1820,1828.69,24.75,,
18:47:31,1825,1782.66,26.25,,
18:47:32,1824,1798.37,25.75,,
18:47:33,1823,1805.84,25.5,,
18:47:34,1823,1789.01,26,,
18:47:35,1822,1830.7,24.75,,
18:47:36,1821,1787.05,26,,
18:47:36,1823,1831.7,24.75,,
18:47:37,1821,1778.75,26.25,,
18:47:38,1824,1859.33,24,,
18:47:39,1823,1780.71,26.25,,
18:47:40,1822,1804.85,25.5,,
18:47:41,1823,1780.71,26.25,,
18:47:42,1819,1801.88,25.5,,
18:47:43,1821,1812.39,25.25,,
18:47:44,1818,1792.46,25.75,,
18:47:45,1816,1798.91,25.5,,
18:47:46,1812,1794.95,25.5,,
18:47:47,1815,1823.66,24.75,,
18:47:48,1815,1781.16,26,,
18:47:49,1815,1806.42,25.25,,
18:47:50,1812,1778.21,26,,
18:47:51,1815,1797.92,25.5,,
18:47:52,1815,1789.5,25.75,,
18:47:53,1814,1788.51,25.75,,
18:47:54,1814,1796.93,25.5,,
18:47:55,1818,1800.89,25.5,,
18:47:56,1816,1807.41,25.25,,
18:47:57,1814,1788.51,25.75,,
18:47:58,1816,1807.41,25.25,,
18:47:59,1824,1798.37,25.75,,
18:48:00,1824,1806.83,25.5,,
18:48:01,1823,1789.01,26,,
18:48:02,1819,1810.4,25.25,,
18:48:03,1818,1784.1,26,,
18:48:04,1818,1818,25,,
18:48:05,1816,1798.91,25.5,,
18:48:06,1816,1790.49,25.75,,
18:48:07,1819,1801.88,25.5,,
18:48:08,1819,1793.44,25.75,,
18:48:09,2252,2262.75,24.75,,
18:48:10,2280,2227.11,26.25,,
18:48:11,2006,2015.57,24.75,,
18:48:12,1861,1826.3,26,,
18:48:13,1860,1851.21,25.25,,
18:48:14,1872,1854.38,25.5,,
18:48:15,1868,1833.17,26,,
18:48:16,1871,1862.15,25.25,,
18:48:17,2261,2239.72,25.5,,
18:48:18,1884,1866.27,25.5,,
18:48:19,1832,1797.84,26,,
18:48:20,1836,1827.32,25.25,,
18:48:20,1834,1808.23,25.75,,
18:48:21,1835,1817.73,25.5,,
18:48:22,1837,1802.75,26,,
18:48:23,1839,1813.16,25.75,,
18:48:24,1836,1827.32,25.25,,
18:48:25,1835,1800.79,26,,
18:48:26,1837,1837,25,,
18:48:27,1839,1813.16,25.75,,
18:48:28,2201,2201,25,,
18:48:29,1882,1846.91,26,,
18:48:30,1857,1848.22,25.25,,
18:48:31,1863,1811.38,26.5,,
18:48:32,1865,1847.45,25.5,,
18:48:33,1866,1814.29,26.5,,
18:48:34,1865,1847.45,25.5,,
18:48:35,1865,1830.23,26,,
18:48:36,1864,1846.46,25.5,,
18:48:37,1866,1857.18,25.25,,
18:48:38,1865,1830.23,26,,
18:48:39,1846,1846,25,,
18:48:40,1843,1825.66,25.5,,
